lemma,count
rabensteiner,4
kullich,3
kaminer,3
grin,2
time,2
look,2
trot,1
like,1
need,1
encouragement,1
gentleman,1
tired,1
car,1
right,1
break,1
left,1
service,1
oddly,1
little,1
come,1
bank,1
official,1
involve,1
elegant,1
course,1
