lemma,count
kaminer,7
kullich,4
grin,4
rabensteiner,3
bank,3
wall,2
leant,2
time,2
look,2
come,2
little,2
blonde,2
travel,1
left,1
see,1
height,1
step,1
café,1
terrace,1
like,1
sit,1
need,1
encouragement,1
gentleman,1
tired,1
