verb_lemma,count
say,9
see,7
look,5
have,4
want,3
shout,3
call,3
make,3
ask,3
sit,3
notice,3
think,3
remember,3
do,3
go,3
stop,2
leave,2
stand,2
dress,2
get,2
reply,1
occupy,1
show,1
talk,1
put,1
